SysTime,Real_UAV_X,Real_UAV_Y,Real_UAV_Z,Real_Boat_X,Real_Boat_Y,Real_Boat_Z,Real_UAV_VZ,Real_Boat_VZ
1.77485e+09,1.98617,17.3009,0.292926,2.74678,16.4807,0.151334,-1.50641,-1.80784e-05
1.77485e+09,1.98617,17.3009,0.292926,2.749,16.494,0.151334,-1.50641,-1.80784e-05
1.77485e+09,2.06575,17.3282,0.256236,2.7509,16.5054,0.10291,-1.42857,-1.84076e-05
1.77485e+09,2.12224,17.3462,0.231033,2.75358,16.5215,0.102909,-1.37176,-1.84076e-05
1.77485e+09,2.15946,17.3573,0.2148,2.75563,16.5338,0.102909,-1.33361,-1.84076e-05
1.77485e+09,2.19932,17.3688,0.197733,2.75784,16.5471,0.102909,-1.29201,-1.84076e-05
1.77485e+09,2.24167,17.3803,0.179961,2.76003,16.5602,0.102909,-1.24684,-1.84076e-05
1.77485e+09,2.25664,17.3842,0.173767,2.76217,16.573,0.102909,-1.2306,-1.84076e-05
1.77485e+09,2.32435,17.401,0.146334,2.76455,16.5873,0.102908,-1.15461,-1.84076e-05
1.77485e+09,2.35887,17.4091,0.132719,2.76712,16.6027,0.0538028,-1.11454,-1.92997e-05
1.77485e+09,2.39558,17.4172,0.118513,2.76921,16.6153,0.0538026,-1.0709,-1.92997e-05
1.77485e+09,2.43156,17.4248,0.104876,2.77133,16.628,0.0538024,-1.02717,-1.92997e-05
1.77485e+09,2.45871,17.4303,0.094772,2.77355,16.6413,0.0538021,-0.993633,-1.92997e-05
1.77485e+09,2.50897,17.4398,0.0764911,2.77602,16.6561,0.0538018,-0.931001,-1.92997e-05
1.77485e+09,2.54232,17.4459,0.0646623,2.77813,16.6688,0.0538016,-0.888885,-1.92997e-05
1.77485e+09,2.56738,17.4502,0.0559338,2.78024,16.6814,0.0538013,-0.856878,-1.92997e-05
1.77485e+09,2.60397,17.4562,0.0434356,2.78222,16.6933,0.00384019,-0.809726,-1.93036e-05
1.77485e+09,2.63468,17.4611,0.0331696,2.78437,16.7062,0.00383994,-0.769824,-1.93036e-05
1.77485e+09,2.67118,17.4666,0.0212361,2.78725,16.7235,0.00383961,-0.722127,-1.93036e-05
1.77485e+09,2.67563,17.4673,0.0197977,2.78957,16.7374,0.00383933,-0.716273,-1.93036e-05
1.77485e+09,2.72941,17.475,0.00278042,2.79186,16.7512,0.00383907,-0.646038,-1.93036e-05
